date,product_id,product_name,category,region,warehouse_location,selling_price,discount_percentage,competitor_pricing,promotion_active,marketing_spend,units_sold,previous_month_sales,current_inventory_level,units_ordered,safety_stock,lead_time,supplier_reliability,weather_condition,season,festival_holiday,epidemic_pandemic,inflation_rate,fuel_price_index,economic_condition,month,quarter,weekday,year,forecasted_demand
2024-06-24,PRD-5931,Product 5931,Electronics,South,WH-Alpha,290.3642612740472,27.128772626779007,277.30528875194136,0,14.76141247777319,695,633.6419238307781,305,221,107,12,0.7662945169999542,Rainy,Summer,0,0.0,1.8983424737136345,3.5565814634079143,Good,6,2,0,2024,532
2024-06-25,PRD-4510,Product 4510,Toys,South,WH-Beta,466.8505894005183,11.652231413343623,467.5176145647727,0,36.96325753629238,857,800.1222453889927,490,76,59,18,0.8127269135520736,Cloudy,Winter,1,0.0,4.792191218421296,3.0274773944754134,Good,6,2,1,2024,500
2024-06-26,PRD-1202,Product 1202,Furniture,West,WH-Delta,430.5213275787446,28.68139289714539,455.1723668181263,0,39.91010669906636,630,641.7941105304571,1188,337,153,14,0.7396720373231974,Snowy,Spring,1,0.0,2.468982322515609,4.471203335601737,Average,6,2,2,2024,501
2024-06-27,PRD-5218,Product 5218,Electronics,South,WH-Alpha,93.59455106460572,41.076778894484306,100.7399807085563,0,10.142039704034012,724,608.8588404575208,348,350,115,2,0.8822840578099704,Rainy,Winter,0,0.0,3.5125768888496194,2.6102734703225448,Average,6,2,3,2024,526
2024-06-28,PRD-9958,Product 9958,Electronics,West,WH-Alpha,224.01133074506674,1.4285458862005218,239.18573464870192,0,15.258475102266534,706,746.2969032331692,964,277,182,2,0.9183019546923501,Sunny,Winter,0,0.0,5.894794956081115,3.2172408352336204,Good,6,2,4,2024,524
2024-06-29,PRD-5389,Product 5389,Toys,North,WH-Alpha,237.36020981624887,31.542551932255584,241.261497171078,0,24.73884217368311,812,755.2078905358776,1197,333,80,9,0.8446230469707636,Snowy,Summer,0,0.0,5.189580592817441,3.0953943295372257,Average,6,2,5,2024,498
2024-06-30,PRD-3327,Product 3327,Toys,East,WH-Alpha,396.6570947078908,17.479259789219604,376.73033658869804,0,9.326091488343835,337,354.88999875577366,305,337,24,14,0.7737493804869913,Rainy,Winter,1,0.0,5.309670107850902,3.2730234262561106,Average,6,2,6,2024,292
2024-07-01,PRD-9004,Product 9004,Clothing,East,WH-Beta,305.41751247666326,14.633572287971209,315.2662122454704,0,46.441714937689625,613,694.8984950855942,700,226,56,7,0.8862664807545243,Snowy,Winter,1,0.0,5.3734645712763545,4.335435721039731,Good,7,3,0,2024,507
2024-07-02,PRD-3931,Product 3931,Toys,East,WH-Gamma,330.56802639421636,19.629387518055562,344.4456057369269,0,29.566695628037422,268,232.7431349337725,1791,400,158,4,0.8617473170106549,Rainy,Autumn,0,0.0,4.287954030547011,3.2360757481370297,Average,7,3,1,2024,244
2024-07-03,PRD-8777,Product 8777,Clothing,East,WH-Gamma,499.11795475615264,17.101133212399084,450.2734721280822,0,6.060163868584634,843,988.2904069307762,96,274,125,17,0.7513557170211153,Cloudy,Autumn,0,0.0,4.847702657381152,4.3339533054000015,Good,7,3,2,2024,608
2024-07-04,PRD-1197,Product 1197,Electronics,West,WH-Delta,46.730421300306396,41.61195533542208,46.16227761334963,0,9.201493234123104,446,451.47476436553995,1802,350,118,11,0.821704570150639,Rainy,Spring,0,0.0,3.1153241158542926,3.3466777233264056,Average,7,3,3,2024,493
2024-07-05,PRD-8125,Product 8125,Grocery,West,WH-Gamma,119.27481353152916,13.739890538395027,127.46331676153271,0,47.71776726624222,727,849.98739411259,1904,294,187,8,0.8305591274905585,Snowy,Spring,0,0.0,5.993008019577829,4.209537538440417,Good,7,3,4,2024,597
2024-07-06,PRD-2930,Product 2930,Furniture,South,WH-Gamma,209.86900931205795,36.65765115532927,209.4319611398522,1,979.7357073470126,573,506.01173484064753,952,116,27,4,0.9947853261314299,Rainy,Autumn,0,0.0,2.7582997634459026,3.543500197001338,Average,7,3,5,2024,528
2024-07-07,PRD-7287,Product 7287,Electronics,West,WH-Gamma,180.41337749395473,4.702991011429436,173.60729878243092,1,462.83584744979873,358,372.9733735713268,512,291,106,15,0.9547857496466565,Rainy,Summer,0,0.0,4.155033314865838,3.12270568685663,Good,7,3,6,2024,457
2024-07-08,PRD-9800,Product 9800,Toys,South,WH-Gamma,20.60632506002196,47.56981862422078,22.138602205287125,0,3.6249297002527268,702,675.0115025444683,1423,270,103,17,0.9203112364820781,Snowy,Summer,1,0.0,2.76927755244537,3.3986995979357744,Average,7,3,0,2024,583
2024-07-09,PRD-5282,Product 5282,Furniture,South,WH-Delta,54.971027170876155,31.11583186242759,51.18770886565376,1,676.4169091788298,959,1064.1916325274467,1196,446,30,5,0.9666331076508843,Rainy,Spring,0,0.0,2.004319727520329,3.348762157956407,Good,7,3,1,2024,753
2024-07-10,PRD-3511,Product 3511,Grocery,East,WH-Beta,343.66711278775233,35.33592885222801,323.4900889036315,0,22.18676812793023,824,858.9075876831025,80,156,90,14,0.9206453217486145,Rainy,Autumn,0,0.0,4.054136166796544,3.019828124171102,Average,7,3,2,2024,614
2024-07-11,PRD-1659,Product 1659,Grocery,West,WH-Alpha,440.86898704765474,14.90196660472255,457.3903201700257,0,32.98586613199631,524,522.8504397784635,104,59,113,2,0.97102055653772,Snowy,Summer,0,0.0,3.090069018897629,3.0792774599838135,Good,7,3,3,2024,404
2024-07-12,PRD-3811,Product 3811,Clothing,West,WH-Gamma,261.971235520329,20.604828435405732,254.23972777699356,1,720.7720668648253,458,533.6589264581607,202,183,142,6,0.7163659344638523,Cloudy,Winter,1,0.0,4.124486703855245,2.8729078426221086,Good,7,3,4,2024,562
2024-07-13,PRD-8098,Product 8098,Furniture,South,WH-Beta,274.2036289616802,11.188919313548812,285.88562683930746,0,5.000619017827845,408,387.9455048728182,505,423,195,19,0.8368198627800749,Sunny,Spring,0,0.0,4.0140531449924675,3.1720011144152167,Good,7,3,5,2024,313
2024-07-14,PRD-7546,Product 7546,Clothing,South,WH-Gamma,134.9957820878659,46.626804290111195,125.75406861708205,1,168.79160658136618,605,537.2352095853599,335,143,160,13,0.9240695005725501,Sunny,Spring,0,0.0,3.940155281146027,3.748811606498342,Good,7,3,6,2024,602
2024-07-15,PRD-2986,Product 2986,Electronics,North,WH-Gamma,386.2594181805186,24.405222355068883,367.12173871729715,0,2.4806368330965887,223,232.64262586720656,85,160,125,12,0.874988738983004,Sunny,Winter,0,0.0,2.0548550492093822,3.2731163374192622,Average,7,3,0,2024,330
2024-07-16,PRD-9338,Product 9338,Furniture,North,WH-Alpha,378.3793478099556,31.522405782899497,352.3958396012343,0,24.977271166185773,555,582.5343130523647,867,88,68,10,0.7525498492452359,Sunny,Winter,0,0.0,3.4808134845766068,3.9246464218525845,Poor,7,3,1,2024,347
2024-07-17,PRD-3911,Product 3911,Electronics,South,WH-Alpha,298.2991877166518,36.71360152653577,325.3197434455496,0,12.612970524378554,571,557.0892115670164,1983,15,26,8,0.8021476259585603,Sunny,Spring,0,0.0,5.154017727294563,4.473956339375906,Average,7,3,2,2024,521
2024-07-18,PRD-2734,Product 2734,Clothing,North,WH-Alpha,114.20550039055799,18.55530455497695,112.04482279336098,0,45.55327646369353,298,296.4039172077744,1870,413,120,15,0.7953323125080074,Sunny,Winter,0,0.0,2.9181457299508615,3.25420215896897,Average,7,3,3,2024,317
2024-07-19,PRD-2843,Product 2843,Furniture,North,WH-Gamma,57.53892693617383,36.00508272695706,55.66568859410597,0,19.924624713654342,850,1006.2481608619659,1996,248,172,4,0.7784040739553008,Snowy,Summer,0,0.0,3.4972417738142934,3.425278428179234,Good,7,3,4,2024,680
2024-07-20,PRD-9680,Product 9680,Clothing,South,WH-Gamma,41.47690216999169,33.799624487817006,37.447024241412066,0,31.69362230260396,268,292.9439061177371,1958,97,170,17,0.8029406660541898,Snowy,Spring,0,0.0,3.7222421564412063,2.828220313896195,Good,7,3,5,2024,321
2024-07-21,PRD-3976,Product 3976,Furniture,South,WH-Gamma,300.4210726550101,35.282966693697325,279.59694014365994,1,1016.2475666861632,267,225.4122670583392,305,449,70,8,0.8544559865383363,Snowy,Summer,1,0.0,5.382290906662851,3.284430571558632,Average,7,3,6,2024,448
2024-07-22,PRD-2959,Product 2959,Clothing,West,WH-Alpha,414.267306379972,24.461495010230642,407.7331390990955,0,49.184592920858826,397,351.28625525425304,227,103,194,2,0.9564607074349828,Rainy,Spring,0,0.0,4.450198961517085,3.9536649015813587,Poor,7,3,0,2024,266
2024-07-23,PRD-6759,Product 6759,Grocery,South,WH-Delta,430.58191157265315,19.146869114580856,393.42293309012206,0,25.190968516427297,793,943.8529084429592,1621,299,24,7,0.9226097987181269,Cloudy,Summer,0,0.0,1.950911406767913,2.9348095994849257,Average,7,3,1,2024,599
2024-07-24,PRD-7694,Product 7694,Clothing,South,WH-Beta,237.1748164282904,11.104109410449492,237.6842361291304,0,22.787885143072796,703,766.6821137267409,1327,234,32,7,0.95057491120487,Cloudy,Autumn,0,0.0,5.393269436122596,2.8641080973104582,Good,7,3,2,2024,526
2024-07-25,PRD-3385,Product 3385,Grocery,East,WH-Delta,394.2929366602913,41.231317640044644,390.7455176858456,1,205.4477066892468,554,645.9739999536552,557,421,61,11,0.9650811233689258,Sunny,Summer,0,0.0,5.244296889669405,3.2527497472983837,Good,7,3,3,2024,615
2024-07-26,PRD-5736,Product 5736,Clothing,West,WH-Gamma,473.97129620710155,30.417502326583936,499.2973021639523,0,0.6369471668607518,274,252.50321645316393,1747,306,144,13,0.8248451368292822,Sunny,Winter,0,0.0,4.89140691269629,4.137298971435463,Good,7,3,4,2024,314
2024-07-27,PRD-2802,Product 2802,Furniture,West,WH-Gamma,144.8333551191533,22.217609804874748,149.46230739933574,0,30.440104624924807,322,353.15245157915314,70,443,152,7,0.8038078852080242,Snowy,Autumn,0,0.0,3.5972610824347693,3.747314379422967,Good,7,3,5,2024,278
2024-07-28,PRD-9155,Product 9155,Furniture,West,WH-Delta,205.000569726571,47.19979533553057,202.78440308566326,1,833.7852130190836,49,53.19445308706082,1879,273,170,15,0.7172870145052485,Cloudy,Spring,0,0.0,4.908954225686131,4.415158755173213,Average,7,3,6,2024,352
2024-07-29,PRD-9120,Product 9120,Furniture,East,WH-Gamma,466.4247063723735,2.3919406253519404,440.73969595112015,0,19.018946851923662,829,760.9191991716968,124,260,81,4,0.9791474865629303,Rainy,Summer,0,0.0,3.6543392818924074,4.309080869855251,Good,7,3,0,2024,444
2024-07-30,PRD-7616,Product 7616,Toys,South,WH-Beta,175.7331739854696,42.50859726025238,183.70666488906383,0,0.18032180532307485,219,223.4515101094818,768,238,148,11,0.7197469053814431,Rainy,Spring,0,0.0,4.814805904472233,2.802274393646485,Average,7,3,1,2024,275
2024-07-31,PRD-6534,Product 6534,Electronics,West,WH-Gamma,457.7993822576802,49.87912964729862,476.8312107689036,1,229.12983886722142,281,295.3214585067812,509,423,93,10,0.9223406546111411,Snowy,Autumn,1,0.0,5.460495742376413,2.585105549214429,Poor,7,3,2,2024,503
2024-08-01,PRD-5061,Product 5061,Furniture,West,WH-Beta,490.7119825046882,44.34710554414337,456.6856368215919,1,171.3176891573432,145,143.90564502799296,1251,261,133,16,0.8134324913396761,Sunny,Winter,0,0.0,5.507437133087685,3.2981894683895083,Average,8,3,3,2024,290
2024-08-02,PRD-1262,Product 1262,Grocery,North,WH-Delta,334.2872570014681,40.52182928078126,362.0165074141747,0,6.3510384893143925,608,687.5698614592287,1455,331,73,10,0.9846342323497559,Cloudy,Winter,0,0.0,3.545603583843546,3.544158957637279,Poor,8,3,4,2024,456
2024-08-03,PRD-7287,Product 7287,Furniture,West,WH-Delta,410.27624185704246,18.71529967031623,374.53339546234196,0,14.818380342041104,69,78.18718555362452,1110,114,135,9,0.8258806062802386,Rainy,Winter,0,0.0,5.367042057084132,3.531141230437429,Good,8,3,5,2024,137
2024-08-04,PRD-9815,Product 9815,Toys,South,WH-Gamma,377.27732646833175,11.565709113114675,343.7024897546958,1,419.85147436649294,519,591.7846738274031,1193,267,150,5,0.9449825054064149,Sunny,Spring,0,0.0,1.9565582122847092,2.7682145355421106,Poor,8,3,6,2024,430
2024-08-05,PRD-3049,Product 3049,Grocery,South,WH-Beta,352.77178623160665,36.74252602498005,330.7129959064484,0,32.835668400498854,685,768.1380579328967,1988,11,102,6,0.7847964496491029,Cloudy,Winter,0,0.0,1.9581873786905146,2.749634864309221,Good,8,3,0,2024,573
2024-08-06,PRD-6423,Product 6423,Toys,North,WH-Gamma,160.39622576080396,15.22876831442842,173.53141908160993,1,680.7956788273863,524,521.5022968205216,679,72,198,15,0.789726615173154,Rainy,Winter,1,0.0,3.96720126090366,2.5937215115584076,Average,8,3,1,2024,500
2024-08-07,PRD-5548,Product 5548,Grocery,West,WH-Alpha,37.976225574892425,8.801984107748535,38.12811622879259,0,40.19795580454729,24,22.86180766223047,50,361,149,19,0.8786558229635303,Sunny,Spring,0,0.0,4.433300783053211,4.2017198521108,Good,8,3,2,2024,241
2024-08-08,PRD-4108,Product 4108,Clothing,West,WH-Alpha,178.0953489346288,39.32629435517956,188.35153668258846,0,5.622020585149285,623,705.5789699016212,1794,405,68,7,0.9993947901122422,Rainy,Spring,0,0.0,2.188471991902812,4.395488276136358,Average,8,3,3,2024,544
2024-08-09,PRD-8158,Product 8158,Electronics,West,WH-Alpha,336.79863274991425,15.62718261183611,318.46622432003227,0,4.227286130620389,264,262.9652740235418,985,304,50,6,0.8552717253937588,Sunny,Autumn,0,0.0,3.6248102016269685,2.7313700404359436,Good,8,3,4,2024,342
2024-08-10,PRD-8400,Product 8400,Electronics,East,WH-Alpha,60.239307131622674,45.72208647436692,60.12150283722786,1,241.2144376392814,746,670.3172253505898,360,177,93,12,0.9808925909179871,Sunny,Winter,0,0.0,1.9246320051716537,2.926244737098223,Good,8,3,5,2024,692
2024-08-11,PRD-4170,Product 4170,Toys,West,WH-Gamma,15.839811659338626,42.03163224095626,15.390878018070316,1,783.1250865091356,731,733.1472488510161,1281,463,136,6,0.9358749484746183,Sunny,Autumn,0,0.0,4.209447684989897,2.6797257694698207,Poor,8,3,6,2024,627
2024-08-12,PRD-3255,Product 3255,Electronics,South,WH-Alpha,78.44926257543995,42.382016475462756,83.59284507053525,0,35.31158521172289,544,466.0665212496271,1227,259,22,9,0.9387592942531704,Cloudy,Summer,0,0.0,5.347923165387815,4.25500434228167,Average,8,3,0,2024,502
2024-08-13,PRD-2154,Product 2154,Toys,South,WH-Beta,360.7106039412897,38.57848630279131,326.2702757417649,1,607.0273111301495,244,262.7030382824427,811,433,143,6,0.8307879967386292,Snowy,Summer,0,0.0,4.819375392087856,4.417417467072482,Average,8,3,1,2024,385
2024-08-14,PRD-5499,Product 5499,Toys,East,WH-Delta,486.66891381165755,44.04407118873684,461.7361577371866,0,31.947281092769625,140,130.81159177093875,732,258,182,12,0.8159626750518402,Sunny,Summer,0,0.0,3.2023119859317206,3.02359315344178,Average,8,3,2,2024,293
2024-08-15,PRD-7295,Product 7295,Toys,East,WH-Delta,491.701702811262,40.287344608906004,457.5357337090532,0,23.847388309476734,679,613.9949296583286,364,399,104,14,0.7575765424272446,Sunny,Summer,1,0.0,5.972072084867047,3.1071676598707496,Average,8,3,3,2024,545
2024-08-16,PRD-7197,Product 7197,Electronics,West,WH-Alpha,252.0497830786921,30.125568178736433,270.15648693749523,1,940.8273820404465,694,820.7268279547652,356,269,183,7,0.9891823800950961,Rainy,Spring,0,0.0,4.483207394097615,3.225339368825879,Good,8,3,4,2024,726
2024-08-17,PRD-2648,Product 2648,Toys,North,WH-Alpha,435.98262748625024,14.791135929093159,433.15256394853014,1,369.217979020981,26,28.879562355886396,1577,319,83,6,0.9878180837331461,Rainy,Autumn,0,0.0,5.168617954991156,3.5049275187614626,Average,8,3,5,2024,184
2024-08-18,PRD-6539,Product 6539,Electronics,East,WH-Alpha,371.044963318237,44.41045966070745,363.93722925818423,1,791.7546259110204,891,993.3115707708092,668,119,179,19,0.9241203202930548,Cloudy,Autumn,0,0.0,4.513638242812797,3.8649219572898534,Average,8,3,6,2024,826
2024-08-19,PRD-5199,Product 5199,Toys,East,WH-Gamma,255.50971612245567,42.03018113865959,252.92818709948696,1,1019.1794383862523,963,1010.6577025663415,1728,168,37,11,0.7888757349558009,Snowy,Spring,0,0.0,5.95237330989207,3.508781166509248,Average,8,3,0,2024,793
2024-08-20,PRD-9445,Product 9445,Furniture,West,WH-Delta,290.65266114799255,23.643966110527252,318.0858864525335,0,49.86830907748519,835,948.2837187104392,1593,485,53,17,0.7735538621026846,Rainy,Summer,0,0.0,5.196118952479978,4.402003163352482,Poor,8,3,1,2024,531
2024-08-21,PRD-3557,Product 3557,Toys,West,WH-Alpha,77.24130184226682,1.9539343000977594,82.65232374854791,0,49.022958542728865,887,978.9508483167677,1679,67,75,15,0.9965830727160889,Cloudy,Autumn,0,0.0,3.8374044805294822,2.6997869170429976,Average,8,3,2,2024,547
2024-08-22,PRD-6592,Product 6592,Grocery,East,WH-Beta,469.4541157021301,31.927186370095672,488.8302495616343,1,862.133763221519,194,201.66483944076867,1983,58,86,16,0.7199628445324532,Cloudy,Winter,0,0.0,3.150958032769154,4.097211024550126,Average,8,3,3,2024,387
2024-08-23,PRD-1098,Product 1098,Toys,North,WH-Alpha,182.44558765857062,2.5298426838290866,174.8003497763009,0,22.759167366713086,400,473.7799042962747,1170,129,110,4,0.9530692876423927,Cloudy,Spring,0,0.0,4.569696731169791,3.168966181626942,Poor,8,3,4,2024,288
2024-08-24,PRD-3200,Product 3200,Clothing,East,WH-Delta,228.61313566401307,46.31399809242036,213.30396556700035,0,23.105746135087617,432,378.7076073054683,1563,374,86,4,0.8066374001447424,Sunny,Spring,0,0.0,4.15599813963154,3.255095376173095,Poor,8,3,5,2024,377
2024-08-25,PRD-3961,Product 3961,Toys,West,WH-Alpha,339.1135131889704,48.08156283126535,367.69628089186233,0,21.41711951616828,855,1006.6358638962048,56,265,129,13,0.8256609159181661,Snowy,Winter,0,0.0,4.332077659623954,3.9176588874204508,Poor,8,3,6,2024,559
2024-08-26,PRD-5973,Product 5973,Grocery,West,WH-Delta,173.61221104801143,9.474507294980212,170.94120533380843,0,26.56991534981611,451,433.2194444245953,1859,74,186,16,0.9495932946246511,Snowy,Summer,0,0.0,3.0435529482769064,4.358754219748758,Average,8,3,0,2024,357
2024-08-27,PRD-5433,Product 5433,Grocery,East,WH-Alpha,134.58698888457596,33.8194689027455,128.63167073303745,1,197.53386956018832,705,713.0085133192191,1085,486,185,12,0.7271809048016074,Snowy,Summer,0,0.0,3.4292778925674954,3.9324015571071538,Good,8,3,1,2024,644
2024-08-28,PRD-3869,Product 3869,Electronics,North,WH-Beta,319.2142027024081,4.613450228138138,317.35770566034023,0,46.33943915572133,664,563.7995632709684,563,89,59,11,0.8062509035560771,Sunny,Autumn,1,0.0,4.011434587007924,4.051721150758794,Good,8,3,2,2024,529
2024-08-29,PRD-1956,Product 1956,Furniture,East,WH-Alpha,22.24220031810623,36.475846428656105,24.10096953426117,1,633.798439864817,565,574.0642811963247,398,356,166,16,0.985607283150872,Sunny,Winter,0,0.0,5.276775308648293,4.001558484317598,Good,8,3,3,2024,603
2024-08-30,PRD-9352,Product 9352,Toys,East,WH-Beta,363.15530489307264,17.36438330763373,354.9528840455169,0,42.100390591930456,21,21.934136715608822,966,153,152,19,0.9097197738313769,Rainy,Autumn,0,0.0,4.933090129933064,3.1419572119674495,Average,8,3,4,2024,132
2024-08-31,PRD-6699,Product 6699,Electronics,West,WH-Beta,261.8714512394898,34.052505586522265,265.15222901077954,0,23.765183733381,529,634.3136462466837,1080,387,161,15,0.9264817494417671,Rainy,Summer,0,0.0,2.0339514172625566,4.013860866364496,Good,8,3,5,2024,558
2024-09-01,PRD-7944,Product 7944,Furniture,North,WH-Alpha,306.81932795525785,18.643825460108893,325.410511335102,0,35.91451369551215,89,105.91684983414635,549,217,110,7,0.927251590286643,Rainy,Autumn,0,0.0,2.604994125087263,4.069041520439603,Average,9,3,6,2024,158
2024-09-02,PRD-5493,Product 5493,Toys,South,WH-Beta,319.6212780309737,7.278375491661787,314.9632793203346,0,16.844098223829,818,970.6051939012667,524,485,68,15,0.7181710249491833,Cloudy,Winter,0,0.0,1.6199597621986235,3.5668006413010254,Poor,9,3,0,2024,461
2024-09-03,PRD-5911,Product 5911,Clothing,North,WH-Gamma,268.25457668135624,20.305499025127894,253.95885045585246,0,31.240342886663026,683,641.5796180198821,573,27,83,17,0.7609622779781293,Snowy,Winter,0,0.0,1.5358225558451615,3.5735124773336326,Poor,9,3,1,2024,332
2024-09-04,PRD-4987,Product 4987,Toys,East,WH-Alpha,295.4415509459606,5.633676331739501,324.6622417629597,0,24.91857227254597,311,372.1135524438834,1925,129,131,3,0.8473789768243636,Sunny,Winter,1,0.0,2.509689611761088,4.019441606124968,Good,9,3,2,2024,351
2024-09-05,PRD-7015,Product 7015,Grocery,East,WH-Alpha,345.05621843603853,28.84416374884729,376.5647411401469,0,18.35571282668049,225,220.99303364355995,1130,65,119,6,0.8104450697426125,Rainy,Summer,0,0.0,5.096944266041984,4.134061724448815,Good,9,3,3,2024,322
2024-09-06,PRD-2218,Product 2218,Grocery,East,WH-Beta,379.02823511804036,2.0475766074739887,405.06589577273127,0,44.07781305340005,257,293.16876740072337,639,143,123,12,0.823273687939856,Cloudy,Spring,0,0.0,5.571364461784742,3.174390884061341,Average,9,3,4,2024,275
2024-09-07,PRD-5496,Product 5496,Clothing,North,WH-Beta,366.45167173019905,26.365983979992986,380.2576563324539,0,5.6355841374454485,550,487.5903931841738,1659,379,182,12,0.9344342135877017,Sunny,Spring,0,0.0,3.2629576465436916,4.103124435150582,Average,9,3,5,2024,432
2024-09-08,PRD-5735,Product 5735,Electronics,West,WH-Alpha,436.11206428880826,44.318432354777045,418.21974940898576,0,24.346157415955517,281,281.65564939340214,282,312,24,19,0.7044037705203205,Cloudy,Spring,0,0.0,4.034393684730054,4.128418013350823,Average,9,3,6,2024,409
2024-09-09,PRD-5555,Product 5555,Furniture,East,WH-Gamma,102.82728225202735,41.893663505968135,111.32930802787394,0,9.718453663306835,142,168.46948706004798,840,406,138,9,0.8981475778963717,Cloudy,Autumn,0,0.0,4.677236708799214,2.9682512818371585,Average,9,3,0,2024,301
2024-09-10,PRD-9050,Product 9050,Toys,East,WH-Beta,206.5625050509808,44.13908498132484,197.29018975863227,0,43.05275456087958,14,16.503375822771194,1103,406,107,13,0.7000330695405467,Cloudy,Winter,0,0.0,5.788215146632769,3.933901490633432,Average,9,3,1,2024,203
2024-09-11,PRD-4446,Product 4446,Grocery,North,WH-Beta,474.420072347084,46.10244010635537,502.9620847925385,1,611.1195187457228,765,821.2228726133565,416,460,186,10,0.718917557672873,Snowy,Summer,0,0.0,5.608195067838443,2.8730678436723167,Good,9,3,2,2024,712
2024-09-12,PRD-2045,Product 2045,Electronics,South,WH-Delta,204.32938144930156,5.2263943937847115,221.4218679976146,0,31.67151700559108,551,616.6382766906944,1899,276,146,4,0.8224858359512872,Sunny,Spring,0,0.0,1.7573653652162098,2.6860982259762585,Average,9,3,3,2024,484
2024-09-13,PRD-7893,Product 7893,Clothing,South,WH-Gamma,71.18633768390211,6.437360143785654,72.6528309174186,1,309.73832736861027,638,555.4240929729328,1680,102,43,7,0.9522845559414463,Sunny,Spring,1,0.0,2.6167462944417634,3.6490860241004555,Average,9,3,4,2024,548
2024-09-14,PRD-2693,Product 2693,Grocery,West,WH-Gamma,267.468111917468,27.85034031565643,283.67968679830847,1,281.0655250511793,699,760.9757304357704,1893,408,187,2,0.743498729669338,Cloudy,Autumn,1,0.0,1.7211504477982968,4.317304397566798,Good,9,3,5,2024,706
2024-09-15,PRD-4436,Product 4436,Clothing,West,WH-Alpha,63.65057655168646,44.69863342122146,67.36388879998499,0,44.96785978246821,782,818.9262928473044,105,313,126,18,0.8663864227385835,Snowy,Autumn,0,0.0,4.274440894450731,2.5709180470515265,Average,9,3,6,2024,619
2024-09-16,PRD-9754,Product 9754,Toys,East,WH-Gamma,109.39808697665396,48.717472826201536,102.68449597045813,1,157.50454607105976,756,632.4852448911769,59,36,69,4,0.9035515680480233,Cloudy,Spring,0,0.0,4.697219924126875,4.153003275189843,Poor,9,3,0,2024,548
2024-09-17,PRD-6895,Product 6895,Furniture,North,WH-Alpha,499.1761907197688,2.3130958669999977,515.940970531432,0,33.159791267416985,150,126.78954039538058,1988,248,77,19,0.7688598652516482,Rainy,Winter,0,0.0,2.8872753556043014,3.512942421407013,Good,9,3,1,2024,112
2024-09-18,PRD-4354,Product 4354,Grocery,East,WH-Delta,275.2676928141047,17.788704210033007,252.88666420145032,1,528.3479213269333,492,414.94170397344834,196,432,20,19,0.8536990765808748,Sunny,Winter,0,0.0,5.342333586599466,4.22179089744246,Poor,9,3,2,2024,415
2024-09-19,PRD-1225,Product 1225,Grocery,West,WH-Gamma,149.18861062981023,10.644712732999672,149.4228410193954,1,433.05758069601785,314,342.17923101462736,413,460,190,3,0.9734221849414577,Sunny,Autumn,0,0.0,3.53765737685174,4.186953870342093,Average,9,3,3,2024,432
2024-09-20,PRD-5893,Product 5893,Toys,North,WH-Beta,497.43972774121397,37.79829244656241,463.83623634649166,0,27.030844218729968,354,303.2668734878563,1672,398,186,5,0.8536685576096599,Snowy,Autumn,0,0.0,5.992716817936556,4.2505736096325775,Average,9,3,4,2024,290
2024-09-21,PRD-8022,Product 8022,Electronics,North,WH-Delta,483.6138700920202,32.0096934268516,475.5229615675812,0,28.86532090948739,571,563.6300507225451,302,155,157,2,0.7471969185362943,Sunny,Winter,0,0.0,1.5017986166519621,4.037747909613347,Good,9,3,5,2024,480
2024-09-22,PRD-6600,Product 6600,Furniture,West,WH-Alpha,225.96213013128914,5.9944015741922705,241.01039791016817,0,30.125566877657768,279,263.0391695359578,1772,450,21,11,0.8883442890062634,Sunny,Autumn,1,0.0,1.992703687883505,4.18598470909399,Good,9,3,6,2024,355
2024-09-23,PRD-8996,Product 8996,Grocery,South,WH-Delta,137.59752330607512,24.176103368248576,151.00414093957258,0,32.00657076954611,117,119.36359378804619,989,470,82,6,0.8776600540025542,Sunny,Autumn,0,0.0,2.8580695932090316,2.8520504144024073,Good,9,3,0,2024,291
2024-09-24,PRD-8683,Product 8683,Furniture,South,WH-Alpha,420.8158226651731,34.27202611856457,405.49474602552016,0,13.588434883689876,567,613.8288673013604,1818,131,35,6,0.7080864279394393,Snowy,Winter,0,0.0,1.6147841907917093,3.1077062977498833,Good,9,3,1,2024,379
2024-09-25,PRD-5642,Product 5642,Grocery,North,WH-Delta,360.65415131617505,38.950269696201886,362.9591424010475,0,20.068374285857953,483,518.6883941911613,1326,46,56,10,0.72717832172427,Cloudy,Winter,0,0.0,5.020527559822129,2.9849723416145926,Good,9,3,2,2024,468
2024-09-26,PRD-8679,Product 8679,Furniture,East,WH-Alpha,346.60130315172006,1.0026354892004263,347.3844851456903,0,1.8659331787532207,91,91.5649249392833,1516,433,35,15,0.7470344065423032,Sunny,Summer,0,0.0,1.7374730454207925,3.9848566074561207,Average,9,3,3,2024,174
2024-09-27,PRD-9208,Product 9208,Clothing,South,WH-Gamma,447.62573324801156,44.52347869919449,488.30609505343847,0,38.437848826568754,647,637.7698652903678,785,443,106,14,0.740886723268561,Cloudy,Autumn,0,0.0,4.870408349822222,2.807286238734272,Average,9,3,4,2024,476
2024-09-28,PRD-8339,Product 8339,Grocery,East,WH-Beta,347.81439559694905,28.46406914752622,346.3246183649816,1,361.8240754601944,93,89.19874013854803,389,445,109,14,0.7778397311682799,Snowy,Autumn,0,0.0,1.7365580645529723,2.8644555807555774,Poor,9,3,5,2024,233
